Pogodbena cena / Odškodnina,Leto izgradnje dela stavbe,Novogradnja,Dejanska raba dela stavbe,Število sob,Površina dela stavbe,Uporabna površina,Statistična.regija
265000,1600,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,96.7,78.9,Osrednjeslovenska
80000,1947,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,92.4,63,Podravska
79000,2006,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.7,43.2,Posavska
75000,1964,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,34.6,29,Osrednjeslovenska
130000,1982,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,73.4,60.6,Gorenjska
230000,1978,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,83.1,71.3,Osrednjeslovenska
145000,1964,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,69.4,65,Osrednjeslovenska
96800,1961,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,44.8,41.7,Osrednjeslovenska
78000,1976,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,43.6,35.3,Obalno-kraška
263000,1997,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,113.3,74.7,Osrednjeslovenska
127000,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,54.7,43.1,Osrednjeslovenska
190000,1927,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,7,281.3,178.4,Goriška
65000,1982,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,30.9,30,Osrednjeslovenska
108000,1991,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,39.6,34.1,Osrednjeslovenska
40000,2003,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,44.4,44.4,Podravska
55000,1895,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,99.7,88.5,Podravska
90000,1978,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,97.4,84.1,Savinjska
260000,1990,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,175.2,159,Posavska
203000,1992,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,55.3,50.4,Osrednjeslovenska
72500,1985,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60.4,53,Posavska
170000,2001,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,54,38.4,Obalno-kraška
76000,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,62.8,61.8,Osrednjeslovenska
50000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,50.4,47.7,Jugovzhodna Slovenija
36000,1890,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,43.2,31.3,Goriška
102000,1967,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,317.5,135,Goriška
57500,1905,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,50.8,50.8,Podravska
143000,1978,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,64.2,56.9,Osrednjeslovenska
145000,1985,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,185.8,73.9,Zasavska
128000,1979,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,85.9,75.5,Savinjska
103000,1976,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,62,57.8,Osrednjeslovenska
87000,1975,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,100.8,41.1,Posavska
135000,1963,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,43.8,40.9,Osrednjeslovenska
115000,1957,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52,44.1,Osrednjeslovenska
50000,2003,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,50.3,45.2,Pomurska
64000,1961,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,48.2,45,Zasavska
110000,1978,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,36.3,35.2,Osrednjeslovenska
120000,1983,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.1,50.5,Gorenjska
122000,1955,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,102.3,88.4,Savinjska
45000,1976,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.5,30.8,Podravska
90000,1968,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,102.4,85,Podravska
225000,2008,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,32.9,32.9,Podravska
225000,2008,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.7,29.7,Podravska
225000,2008,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.7,29.7,Podravska
225000,2008,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,31.5,31.5,Podravska
140000,2003,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,60.4,45.4,Osrednjeslovenska
142000,1969,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,49,44.8,Osrednjeslovenska
40000,1964,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,12.6,12.6,Osrednjeslovenska
97000,1970,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,26.1,26.1,Osrednjeslovenska
145000,1969,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,63.7,55.8,Osrednjeslovenska
45200,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,40.2,32,Goriška
151000,1964,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,69.6,66,Osrednjeslovenska
90000,2005,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,64.1,35.4,Osrednjeslovenska
167000,2012,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,82,28,Osrednjeslovenska
164000,1968,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,55.3,50.3,Osrednjeslovenska
235000,1850,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,127,55,Podravska
20000,1962,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,16.9,16.9,Savinjska
60000,1942,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,96.7,61.7,Savinjska
155000,1983,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,55.5,52.2,Osrednjeslovenska
200000,1922,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,97.1,78.7,Osrednjeslovenska
205000,2005,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,250,156,Podravska
60000,1987,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60,52,Savinjska
50000,1969,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,19.3,18.4,Osrednjeslovenska
42000,1977,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,39.9,34.8,Savinjska
102000,2008,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,70.3,61.2,Podravska
116000,1955,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,57.1,50.6,Gorenjska
120000,1979,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,69,64.7,Goriška
55000,1995,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,52,32,Savinjska
89000,1958,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.9,31.3,Osrednjeslovenska
120000,1972,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,45.4,43.4,Osrednjeslovenska
20000,1975,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,231,145.4,Koroška
130000,2002,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,85.5,63.5,Gorenjska
40000,1954,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,125.2,88.9,Podravska
210000,1969,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,117.1,55.1,Gorenjska
130000,1939,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,50.9,24.1,Osrednjeslovenska
83000,1968,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,26.3,20.4,Osrednjeslovenska
114000,1971,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,64.1,54.6,Osrednjeslovenska
21699.22,1949,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,44.8,26.4,Jugovzhodna Slovenija
75000,1952,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,177.2,54.7,Jugovzhodna Slovenija
42000,1830,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,55,52.5,Podravska
65400,2002,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,77,62.2,Podravska
94900,2007,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,77.5,64.3,Podravska
40000,1971,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,42.3,39.3,Podravska
275000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,85.9,78.8,Osrednjeslovenska
50000,1500,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,201.6,154.4,Savinjska
108000,2000,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,58.6,52,Goriška
65000,1975,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,258.7,140.5,Posavska
49000,1990,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,0,60,48,Podravska
85000,1941,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,133.5,128.5,Goriška
82029.52,1700,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,96.4,73.9,Gorenjska
4330,1830,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,53.2,53.2,Osrednjeslovenska
160000,1993,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,70,62.6,Obalno-kraška
47000,1954,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,94.4,65.9,Primorsko-notranjska
78000,1990,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,53.6,53.6,Goriška
201500,1977,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.6,74,Osrednjeslovenska
85000,1900,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,61.3,49.3,Osrednjeslovenska
102000,1998,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,46.2,46.2,Obalno-kraška
184000,1909,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,87.4,87.4,Osrednjeslovenska
130500,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,58.3,47.2,Osrednjeslovenska
53000,1985,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,54.7,46.9,Podravska
65000,1920,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,53.9,46.2,Podravska
94750,1980,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,79.8,75.4,Podravska
20250,1988,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,96.5,70,Podravska
177480,1928,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,104.5,104.5,Osrednjeslovenska
47000,1962,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,58,53.9,Pomurska
180000,1952,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,92,67.9,Osrednjeslovenska
150000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.4,64.6,Obalno-kraška
332640,1865,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.1,65.1,Osrednjeslovenska
144000,1987,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.8,59.3,Osrednjeslovenska
137500,1960,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,51.7,43.5,Osrednjeslovenska
40000,1986,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,27.2,20,Goriška
118000,1974,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,263.6,170,Savinjska
220000,1936,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,7,300,165,Podravska
125000,1950,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,127.6,90.9,Osrednjeslovenska
142000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,71.3,60.9,Gorenjska
262548,1900,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,180,142.3,Gorenjska
44250,1972,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,25.2,22.1,Osrednjeslovenska
4740.57,1969,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,24.5,21.4,Podravska
75000,2008,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,62.3,54.5,Podravska
23650,1911,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,103.9,91.5,Osrednjeslovenska
69350.4,2002,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,85.1,85.1,Gorenjska
159600,1985,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,224.6,57.7,Podravska
54602.2,1980,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,74.6,65.6,Koroška
66450,1926,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,116,94,Osrednjeslovenska
10000,1990,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,0,61,48.8,Obalno-kraška
64500,1961,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,75.3,56.2,Goriška
47900,1820,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,86,58,Podravska
64500,1984,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,77.9,71.1,Podravska
36000,1961,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,34.2,30,Koroška
67500,1966,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57.3,47.7,Jugovzhodna Slovenija
63025.9,1820,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,96,36,Podravska
15510,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60,53.9,Pomurska
165802,2010,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,579.7,288.7,Podravska
48750,1981,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,62,52.2,Savinjska
116554,2011,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,NA,409.8,308,Podravska
38000,1972,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,58.1,49.5,Goriška
19240,1968,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,53.1,48.1,Pomurska
4500,1966,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,70.4,41.7,Podravska
4500,1966,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,127.9,65.9,Podravska
4500,1966,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,150,75,Podravska
95000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,87.6,87.6,Podravska
25802,1980,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,145.5,66,Podravska
33000,1964,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,35.1,32.8,Podravska
23500,1975,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61,54.2,Podravska
34500,1977,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,28.9,26,Osrednjeslovenska
25000,1966,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,35.6,35.6,Osrednjeslovenska
120000,1973,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,166.8,94.1,Jugovzhodna Slovenija
100000,2007,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,26.9,25.1,Podravska
100000,2007,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,102.5,74.3,Podravska
50000,1936,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,64.7,60.1,Osrednjeslovenska
126000,1995,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,247.1,197.7,Podravska
35000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52.5,41.5,Obalno-kraška
30000,1961,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,15,12,Osrednjeslovenska
70000,1800,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,55.7,51.2,Obalno-kraška
9250,1873,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,25,25,Zasavska
90000,1972,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,100,35,Osrednjeslovenska
47427.5,2009,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,80,68.1,Podravska
200000,2000,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,172,42,Osrednjeslovenska
10300,1700,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,112.5,112.5,Osrednjeslovenska
2000,1949,NA,1121001 - Stanovanje v samostoječi stavbi z dvema stanovanjema,2,71.5,34.3,Zasavska
57000,1959,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,53.5,48.9,Podravska
237629.34,1993,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,6,210,196,Podravska
115701.81,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,72.8,67.6,Savinjska
115258.33,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,72.5,67.3,Savinjska
56330.5,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,27.1,27.1,Savinjska
89375.27,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,74.4,69.2,Savinjska
116855.66,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.5,65.5,Savinjska
60408.85,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,32.5,27.5,Savinjska
169000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,111.1,100.2,Savinjska
190000,1995,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60.7,51.4,Osrednjeslovenska
115657.46,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,67.6,67.6,Savinjska
165000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,99.9,99.9,Savinjska
129365.22,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.7,65.7,Savinjska
213243,2013,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,88.5,77.3,Obalno-kraška
142880.58,2019,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,96.9,76,Jugovzhodna Slovenija
140000,2010,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,94,89.1,Savinjska
97500,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,69.5,59.5,Jugovzhodna Slovenija
118790.1,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,75.4,61.5,Jugovzhodna Slovenija
153000,2017,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,88.2,81.8,Osrednjeslovenska
153000,2017,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,88.2,81.8,Osrednjeslovenska
249200,2017,1,1121001 - Stanovanje v samostoječi stavbi z dvema stanovanjema,2,68.1,62.9,Osrednjeslovenska
416142.8,2017,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,107.2,94.5,Osrednjeslovenska
465000,2017,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,132.1,108.5,Osrednjeslovenska
173000,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,75.5,57,Osrednjeslovenska
112785,2016,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,112,93.2,Pomurska
87491.38,2019,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,59.8,48.2,Podravska
109339.57,2019,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,65.4,52.9,Podravska
105000,2015,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,58.7,58.7,Osrednjeslovenska
129840,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,46.9,43.3,Osrednjeslovenska
160000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,61.3,57.7,Osrednjeslovenska
221000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,86.3,86.3,Osrednjeslovenska
221000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,68.4,62.6,Osrednjeslovenska
115620,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,46.7,37.8,Osrednjeslovenska
400000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,46.9,43.3,Osrednjeslovenska
400000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,46.9,43.3,Osrednjeslovenska
400000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,46.9,43.3,Osrednjeslovenska
166000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,61.2,57.6,Osrednjeslovenska
229320,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,85.7,81.8,Osrednjeslovenska
45000,2015,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,22.6,22.6,Osrednjeslovenska
100000,2015,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,55.2,50.4,Osrednjeslovenska
169000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,68.4,62.6,Osrednjeslovenska
121600,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,46.7,37.8,Osrednjeslovenska
171500,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,61.1,57.5,Osrednjeslovenska
182500,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,68.4,62.6,Osrednjeslovenska
131000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,46.7,37.8,Osrednjeslovenska
179000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,61,57.4,Osrednjeslovenska
178600,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,69.4,63.6,Osrednjeslovenska
330000,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,259.7,101.7,Osrednjeslovenska
1737230.08,2017,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,115.9,73.9,Osrednjeslovenska
1737230.08,2017,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,30.8,26.9,Osrednjeslovenska
1737230.08,2017,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,77.3,73.2,Osrednjeslovenska
